航空公司ID,出发地ID,目的地ID,航线ID,日期,出发地机场名称,出发地城市,出发地国家,src_lng,src_lat,出发地机场ID,出发地新冠确诊病例,出发地猴痘确诊病例,目的地机场名称,目的地城市,目的地国家,dst_lng,dst_lat,目的地机场ID,目的地新冠确诊病例,目的地猴痘确诊病例,航空公司名称,航空公司国家,航空公司ID,航线流量,病例
3,7424,3307,10540,2030-01-20 00:00:00,Hohe Duene,Warnemuende,Germany,12.132082,54.181438,7424,5249657.0,1.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114489.0,0.0,Southwest Airlines,United States,3,1,5249657.0
5,1965,3273,3613,2030-01-20 00:00:00,La Tontouta,Noumea,New Caledonia,166.212972,-22.014553,1965,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,0.0
5,575,3273,3616,2030-01-20 00:00:00,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,0.0
5,3786,3273,3640,2030-01-20 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,0.0
5,3226,3273,3649,2030-01-20 00:00:00,Alice Springs,Alice Springs,Australia,133.902222,-23.806667,3226,2425188.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,11,2425188.0
5,1358,3273,3762,2030-01-20 00:00:00,Creil,Creil,France,2.519139,49.253547,1358,8415543.0,1.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,8415543.0
5,3012,3273,3952,2030-01-20 00:00:00,Dehradun,Dehra Dun,India,78.180256,30.189689,3012,32190167.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,32190167.0
5,2137,3273,3994,2030-01-20 00:00:00,Zirku,Zirku,United Arab Emirates,53.077833,24.861542,2137,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,0.0
5,2248,3273,4033,2030-01-20 00:00:00,Fukue,Fukue,Japan,128.832808,32.666269,2248,3121310.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,30,3121310.0
5,3111,3273,4053,2030-01-20 00:00:00,Kep,Kep,Vietnam,106.261083,21.394639,3111,2945708.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,2945708.0
5,2996,3273,4118,2030-01-20 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1666585.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,1666585.0
5,3155,3273,4167,2030-01-20 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,4024927.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,4024927.0
4,1673,3273,2785,2030-01-20 00:00:00,Cardak,Denizli,Turkey,29.701297,37.785567,1673,8345498.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,3,8345498.0
5,3884,3273,4231,2030-01-20 00:00:00,Ellinikon International Airport,Athens,Greece,23.4346,37.5354,3884,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,0.0
5,3210,3273,4276,2030-01-20 00:00:00,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,2075810.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,2075810.0
5,3385,3273,4326,2030-01-20 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,0.0
7,3385,3273,6075,2030-01-20 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,US Airways,United States,7,1,0.0
5,503,3273,4328,2030-01-20 00:00:00,Blackbushe,Blackbushe,United Kingdom,-0.8475,51.323889,503,6415900.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,6415900.0
5,3244,3273,4357,2030-01-20 00:00:00,Melbourne Moorabbin,Melbourne,Australia,145.102222,-37.975833,3244,2070666.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,2070666.0
5,3951,3273,4375,2030-01-20 00:00:00,Franklin,Franklin,United States,-79.860362,41.377874,3951,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,0.0
4,2223,3273,2986,2030-01-20 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,3,0.0
5,2223,3273,4442,2030-01-20 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,0.0
3,2223,3273,10184,2030-01-20 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Southwest Airlines,United States,3,3,0.0
4,3268,3273,3011,2030-01-20 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1812990.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,1,1812990.0
5,3268,3273,4452,2030-01-20 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,2970277.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,2970277.0
5,3214,3273,4502,2030-01-20 00:00:00,Sultan Mahmud,Kuala Terengganu,Malaysia,103.10336,5.382639,3214,3680613.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,3680613.0
5,3255,3273,4503,2030-01-20 00:00:00,Adelaide Parafield,Adelaide,Australia,138.633056,-34.793333,3255,1440204.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,1440204.0
5,3116,3273,4539,2030-01-20 00:00:00,Phu Quoc,Phuquoc,Vietnam,103.967169,10.227025,3116,2907654.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,2907654.0
5,3222,3273,4590,2030-01-20 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,2672980.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,2672980.0
5,3265,3273,4621,2030-01-20 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,2987937.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,2987937.0
5,2220,3273,4733,2030-01-20 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,0.0
5,154,3273,5019,2030-01-20 00:00:00,Norman Wells,Norman Wells,Canada,-126.798219,65.281617,154,3613921.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,3613921.0
4,1087,3273,2355,2030-01-20 00:00:00,Sao Pedro,Sao Vicente Island,Cape Verde,-25.054661,16.833689,1087,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,3,0.0
4,1107,3273,2378,2030-01-20 00:00:00,Abu Simbel,Abu Simbel,Egypt,31.611722,22.375953,1107,3211706.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,1,3211706.0
5,3182,3273,3766,2030-01-20 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,4762898.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,4762898.0
4,4267,3273,2452,2030-01-20 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,8241352.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,1,8241352.0
5,4267,3273,3809,2030-01-20 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7062122.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,7062122.0
5,3827,3273,3868,2030-01-20 00:00:00,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,110.756892,-7.516089,3827,3296996.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,3296996.0
5,6078,3273,4032,2030-01-20 00:00:00,Four Corners,Four Corners,United States,-109.045172,36.998976,6078,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,0.0
4,4011,3273,2652,2030-01-20 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2772628.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,2,2772628.0
5,4011,3273,4037,2030-01-20 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2752621.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,2752621.0
5,3095,3273,4126,2030-01-20 00:00:00,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,1965088.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,1965088.0
4,4188,3273,2809,2030-01-20 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,3279836.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,3,3279836.0
5,3043,3273,4275,2030-01-20 00:00:00,Janakpur,Janakpur,Nepal,85.922394,26.708806,3043,2276602.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,2276602.0
3,3925,3273,10012,2030-01-20 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Southwest Airlines,United States,3,51,0.0
5,2335,3273,4365,2030-01-20 00:00:00,Yonaguni,Yonaguni Jima,Japan,122.977778,24.466944,2335,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,0.0
4,4846,3273,2995,2030-01-20 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,5964779.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,2,5964779.0
5,4846,3273,4447,2030-01-20 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,5086818.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,5086818.0
5,2954,3273,4536,2030-01-20 00:00:00,Phnom Penh Intl,Phnom-penh,Cambodia,104.844139,11.546556,2954,486936.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,486936.0
5,3146,3273,4537,2030-01-20 00:00:00,Taungoo,Taungoo,Burma,96.401239,19.031275,3146,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,0.0
4,4034,3273,3213,2030-01-20 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,2490097.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,3,2490097.0
5,4034,3273,4558,2030-01-20 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,2582997.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,2582997.0
5,2905,3273,4603,2030-01-20 00:00:00,Bryansk,Bryansk,Russia,34.176447,53.214194,2905,6677178.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,6677178.0
5,3922,3273,4623,2030-01-20 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,6553628.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,6553628.0
4,3999,3273,3336,2030-01-20 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,China Eastern Airlines,China,4,3,0.0
5,3999,3273,4716,2030-01-20 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,0.0
3,3999,3273,10508,2030-01-20 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Southwest Airlines,United States,3,2,0.0
5,7442,3273,5013,2030-01-20 00:00:00,Wickenburg Municipal Airport,Wickenburg,United States,-112.7990036,33.96889877,7442,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,0.0
5,5298,3273,3622,2030-01-20 00:00:00,Worcester Regional Airport,Worcester,United States,-71.8757,42.2673,5298,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,0.0
5,7590,3273,3631,2030-01-20 00:00:00,Volosovo,Volosovo,Russia,37.4517,55.0683,7590,7404682.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,7404682.0
5,2995,3273,3947,2030-01-20 00:00:00,Tejgaon,Dhaka,Bangladesh,90.382689,23.778783,2995,1855017.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,1855017.0
5,3108,3273,3948,2030-01-20 00:00:00,Mara Lodges,Mara Lodges,Kenya,35.099931,-1.183581,3108,1387504.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,1387504.0
5,5248,3273,3953,2030-01-20 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,2215423.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,2215423.0
5,3830,3273,3989,2030-01-20 00:00:00,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,99.944725,8.539617,3830,2558167.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,2558167.0
5,6978,3273,4055,2030-01-20 00:00:00,Yarram,Yarram,Australia,146.75,-38.56,6978,2581826.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,2581826.0
5,6094,3273,4116,2030-01-20 00:00:00,Assumption Island,Assumption Island,Seychelles,46.5067,-9.7422,6094,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,0.0
5,6083,3273,4166,2030-01-20 00:00:00,Macau Ferry Pier,Macau,Macau,113.558911,22.197075,6083,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,0.0
5,7349,3273,4196,2030-01-20 00:00:00,Magan,Yakutsk,Russia,129.3334,62.0626,7349,7655166.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,7655166.0
5,5385,3273,4210,2030-01-20 00:00:00,HLP HQ GT,Paetz,Germany,13.6667,52.2361,5385,4230432.0,1.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,4230432.0
5,4038,3273,4346,2030-01-20 00:00:00,Petersburg James A. Johnson,Petersburg,United States,-132.945278,56.801667,4038,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,0.0
5,3073,3273,4364,2030-01-20 00:00:00,Paro,Thimphu,Bhutan,89.424606,27.403192,3073,1196134.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,3,1196134.0
5,2953,3273,4504,2030-01-20 00:00:00,Kampong Chhnang,Kompong Chnang,Cambodia,104.563875,12.255236,2953,2381499.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,2,2381499.0
5,5538,3273,4712,2030-01-20 00:00:00,Branson LLC,Branson,United States,-93.200556,36.531994,5538,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Air China,China,5,1,0.0
3,6472,3273,9773,2030-01-20 00:00:00,Mamitupo,Mamitupo,Panama,-77.984167,9.186667,6472,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Southwest Airlines,United States,3,1,0.0
3,5214,3273,10075,2030-01-20 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114489.0,0.0,Southwest Airlines,United States,3,1,0.0
5,575,3298,3617,2030-01-20 00:00:00,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Air China,China,5,2,0.0
3,3786,3298,9529,2030-01-20 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Southwest Airlines,United States,3,3,0.0
4,2917,3298,2376,2030-01-20 00:00:00,Aurangabad,Aurangabad,India,75.398114,19.862728,2917,33550272.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,3,33550272.0
4,337,3298,2634,2030-01-20 00:00:00,Erfurt,Erfurt,Germany,10.958106,50.979811,337,6742187.0,1.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,1,6742187.0
4,2996,3298,2721,2030-01-20 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,3399623.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,2,3399623.0
4,3155,3298,2763,2030-01-20 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,5223062.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,3,5223062.0
4,2223,3298,2987,2030-01-20 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,1,0.0
4,3268,3298,3023,2030-01-20 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,196724.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,3,196724.0
5,3268,3298,4459,2030-01-20 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1546104.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Air China,China,5,2,1546104.0
4,3222,3298,3234,2030-01-20 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,1377615.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,2,1377615.0
4,2220,3298,3366,2030-01-20 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,2,0.0
4,4267,3298,2453,2030-01-20 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,8762605.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,1,8762605.0
4,7875,3298,2591,2030-01-20 00:00:00,Delft Central,Delft,Netherlands,4.356667,52.006667,7875,2363195.0,1.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,3,2363195.0
3,7875,3298,9668,2030-01-20 00:00:00,Delft Central,Delft,Netherlands,4.356667,52.006667,7875,4424378.0,1.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Southwest Airlines,United States,3,1,4424378.0
4,4011,3298,2654,2030-01-20 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,1712991.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,2,1712991.0
5,4011,3298,4041,2030-01-20 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,568747.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Air China,China,5,3,568747.0
4,3976,3298,2775,2030-01-20 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,1,0.0
4,4188,3298,2811,2030-01-20 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,2531617.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,2,2531617.0
3,4188,3298,9869,2030-01-20 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,2041673.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Southwest Airlines,United States,3,2,2041673.0
4,2153,3298,2815,2030-01-20 00:00:00,Shahbaz Ab,Jacobsbad,Pakistan,68.449711,28.284167,2153,3734427.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,3,3734427.0
4,3043,3298,2854,2030-01-20 00:00:00,Janakpur,Janakpur,Nepal,85.922394,26.708806,3043,1047905.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,3,1047905.0
4,3925,3298,2902,2030-01-20 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,2,0.0
4,3988,3298,2906,2030-01-20 00:00:00,Levuka Airfield,Levuka,Fiji,178.83333,-17.68333,3988,2817116.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,1,2817116.0
3,3988,3298,10025,2030-01-20 00:00:00,Levuka Airfield,Levuka,Fiji,178.83333,-17.68333,3988,1682313.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Southwest Airlines,United States,3,3,1682313.0
4,3039,3298,2921,2030-01-20 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,1266110.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,3,1266110.0
4,4034,3298,3215,2030-01-20 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,15621.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,2,15621.0
4,3922,3298,3246,2030-01-20 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,8715637.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,2,8715637.0
4,3999,3298,3341,2030-01-20 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,China Eastern Airlines,China,4,2,0.0
5,3999,3298,4719,2030-01-20 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Air China,China,5,1,0.0
3,3999,3298,10510,2030-01-20 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Southwest Airlines,United States,3,3,0.0
3,5248,3298,9671,2030-01-20 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,2351518.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Southwest Airlines,United States,3,2,2351518.0
3,3946,3298,9687,2030-01-20 00:00:00,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,7.529167,47.59,3946,8785062.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Southwest Airlines,United States,3,2,8785062.0
3,5214,3298,10080,2030-01-20 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114489.0,0.0,Southwest Airlines,United States,3,2,0.0
5,575,3289,3618,2030-01-20 00:00:00,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,114489.0,0.0,Air China,China,5,1,0.0
